x,y
12.18482118588202,-0.013457582717469663
12.18482118588202,-0.013457582717469663
12.184559677117011,-0.013493683337976847
12.184435779104039,-0.013457126688200205
12.18105805770449,-0.013765820901134873
12.176479364545404,-0.013515623925961506
12.175055733920154,-0.013600847207168698
12.162750951924576,-0.014055057591317421
12.162680535712616,-0.01366532336380466
12.15083388961289,-0.013752238210809509
12.149854743161415,-0.013715752257274616
12.144869024551378,-0.014970117888038814
12.143704383385899,-0.016148645473899492
12.141621327604412,-0.01385900761914094
12.140403379195542,-0.01380620073147476
12.13884386816774,-0.013259259411720237
12.13250096405061,-0.013662299833949731
12.13196448829369,-0.01431424080801591
12.124993711609434,-0.013945984027216696
12.120701209610548,-0.016258319489436346
12.113886058432197,-0.01379879089246927
12.10828116440017,-0.013928355137243997
12.106627686260172,-0.017915153590154276
12.101944471730414,-0.016851847753965643
12.101005432924278,-0.016219226437399925
12.080763238870125,-0.01321212583359177
12.063277152352393,-0.017211273460157273
12.061813935490026,-0.01684180381268341
12.058916841087,-0.015993139971893555
12.053801306603539,-0.02100117569693616
12.042913129770966,-0.02397169533321275
12.036107626270788,-0.015896867050761543
12.034135412078708,-0.025208386054501375
12.028485204657047,-0.02065795083621147
12.028188090280377,-0.01777727503201021
12.027010862112917,-0.015505171070586243
12.015376995865548,-0.01822486138399171
12.010255648685092,-0.02472368410273873
12.003049709946959,-0.023772930197432984
12.001446475878486,-0.023867621143324413
12.000706609933928,-0.018567636274534394
11.996416962803675,-0.01675926825138241
11.993519748416308,-0.021239207881984967
11.990680842666361,-0.018812591593787786
11.98843830912998,-0.017313618440047307
11.986381376236931,-0.023618369783292792
11.98575910905793,-0.02678995563876896
11.979122552814953,-0.01611188483318493
11.970011221832289,-0.026531971090079765
11.964698687978508,-0.022516866902284605
11.959447947991181,-0.0249438952555483
11.953344205314853,-0.02645436912167476
11.952593788591962,-0.025251323201864295
11.947924813840116,-0.019031061943692862
11.938182003980124,-0.02775361808279264
11.934058010671869,-0.022982787655321246
11.925942292296138,-0.02483927114465523
11.92508492684792,-0.027132856575546427
11.924147402723943,-0.01502999212852707
11.922291289064939,-0.01880794904657712
11.92092906321096,-0.02470034225467188
11.917811801580978,-0.028230023202247878
11.914305157316079,-0.04635032308039477
11.911906971543866,-0.023093742910806014
11.908143774010554,-0.019701480997401433
11.903147241250924,-0.03008548147234613
11.902914960486687,-0.01953063602680949
11.90120541330088,-0.02709910534750115
11.892428225605334,-0.025931697135979093
11.884948641715425,-0.04773205447814988
11.883758540066468,-0.01668753535733991
11.877889217826297,-0.021063770764719436
11.869872398049964,-0.02537410264721096
11.84981033371625,-0.021076704078744513
11.832934433837377,-0.02539671511522812
11.831729786574694,-0.020282636918452113
11.831586672088651,-0.022054282182566
11.827081787539957,-0.025271617642548705
11.823355213545412,-0.022334547607318456
11.822129199150243,-0.022739509702809357
11.821802533589548,-0.02382165780667833
11.818405478573668,-0.03689934008430917
11.813959711262758,-0.023225726235352795
11.810408344969696,-0.023656473791820787
11.805184020881187,-0.029903428026619494
11.792882721482133,-0.026505265539444878
11.787035104700209,-0.0244135924934632
11.786187160463879,-0.029738046616669678
11.783308199397386,-0.029039937255207704
11.775958377884226,-0.04460597600539984
11.775653740609554,-0.02506136615415322
11.763059645876044,-0.038003051700798096
11.760396699571263,-0.05940420916512146
11.759692054142965,-0.04363590397577788
