x,y
386.3171333640299,12.5
357.07138084302,12.375
338.8927169768066,12.25
338.21802357141746,12.125
332.9090335143173,12
326.15991102806356,11.979591836734693
311.2946150212852,11.959183673469388
308.38999637946927,11.938775510204081
304.36915813446194,11.918367346938776
302.9217585595744,11.89795918367347
301.85749316037146,11.877551020408163
297.32574678525214,11.857142857142858
294.37557264769003,11.83673469387755
293.28906748064566,11.816326530612244
292.48881910781586,11.795918367346939
291.91749961415655,11.775510204081632
291.2092189759932,11.755102040816327
285.3594126458965,11.73469387755102
282.1655777316036,11.714285714285714
279.5933518298254,11.693877551020408
278.06547659659554,11.673469387755102
276.53416991406425,11.653061224489797
269.7188908015657,11.63265306122449
268.9043333474088,11.612244897959183
266.6654508338917,11.591836734693878
263.63381937348055,11.571428571428571
261.90456914264183,11.551020408163266
261.754113395558,11.53061224489796
259.6814201645873,11.510204081632653
259.50321373153696,11.489795918367347
257.65862467784876,11.46938775510204
257.45593843461774,11.448979591836736
256.38248618930857,11.428571428571429
255.51682475085008,11.408163265306122
255.12063935782646,11.387755102040817
254.0041961950817,11.36734693877551
253.5346145985634,11.346938775510203
253.35988361945584,11.326530612244898
250.0285898733348,11.306122448979592
249.12154380924403,11.285714285714286
239.60592807942544,11.26530612244898
232.58182390113777,11.244897959183673
232.37886589034656,11.224489795918368
232.36804386476953,11.204081632653061
229.83729142041693,11.183673469387756
226.8113578409641,11.16326530612245
226.79115372828065,11.142857142857142
221.63609489002016,11.122448979591837
219.52337001324568,11.10204081632653
217.7541657008435,11.081632653061224
216.20822534444272,11.061224489795919
214.07189198696383,11.040816326530612
209.76976039056802,11.020408163265307
206.0433770877621,11
204.8241122438447,10.991150442477876
203.00929387712313,10.982300884955752
202.2265175436081,10.973451327433628
200.47036390231287,10.964601769911505
198.41113739413424,10.955752212389381
198.2516872523691,10.946902654867257
197.8152906325466,10.938053097345133
197.74003243544294,10.929203539823009
196.97788179823806,10.920353982300885
195.77056490884397,10.91150442477876
194.1790737077469,10.902654867256636
193.8447836693093,10.893805309734514
191.8845888181314,10.88495575221239
190.81192553219978,10.876106194690266
190.12789895124286,10.867256637168142
189.5511864839497,10.858407079646017
189.36301631340376,10.849557522123893
188.20425284099144,10.84070796460177
188.16792111400304,10.831858407079647
187.74856679990793,10.823008849557523
186.85825251647597,10.814159292035399
186.3957504322876,10.805309734513274
185.68777434478156,10.79646017699115
185.4162617342962,10.787610619469026
184.02616101324702,10.778761061946902
183.5987810869154,10.769911504424778
183.14225261566742,10.761061946902656
178.7729938282469,10.752212389380531
178.55582511997662,10.743362831858407
178.23532635579306,10.734513274336283
178.22037108635317,10.725663716814159
178.15993337319486,10.716814159292035
177.61537054348727,10.70796460176991
176.20630633696118,10.699115044247787
174.72055290770894,10.690265486725664
174.39795153268128,10.68141592920354
174.3703794816686,10.672566371681416
174.2010350515285,10.663716814159292
174.11897895442786,10.654867256637168
173.6238891319847,10.646017699115044
172.4554530538806,10.63716814159292
171.95054345222954,10.628318584070797
171.913197614203,10.619469026548673
170.8411059390869,10.610619469026549
170.37541499006448,10.601769911504425
170.152263399261,10.5929203539823
170.03963717121601,10.584070796460177
169.67221285150003,10.575221238938052
169.53559401916166,10.56637168141593
169.2526638489123,10.557522123893806
168.8902177985792,10.548672566371682
168.57585234785336,10.539823008849558
168.2479940121094,10.530973451327434
168.14519312525698,10.52212389380531
167.95301117779132,10.513274336283185
167.39746568389103,10.504424778761061
167.1324832068094,10.495575221238939
166.93180636935938,10.486725663716815
166.2994138041776,10.47787610619469
166.0482125737513,10.469026548672566
164.4554159321097,10.460176991150442
164.32392037707243,10.451327433628318
164.1808689937799,10.442477876106194
163.8484655382058,10.43362831858407
163.4159054393443,10.424778761061948
163.1440603436919,10.415929203539823
162.85069731214503,10.4070796460177
162.84161885152784,10.398230088495575
162.82474255831283,10.389380530973451
162.75690729192337,10.380530973451327
162.4991073402819,10.371681415929203
162.14855307005016,10.36283185840708
161.25389568502013,10.353982300884956
160.96112077625358,10.345132743362832
160.68916060313055,10.336283185840708
160.62742501686122,10.327433628318584
160.5900067904659,10.31858407079646
160.23002224227338,10.309734513274336
159.12867506939705,10.300884955752213
158.2233655266609,10.29203539823009
157.84598364362245,10.283185840707965
156.8131303741836,10.274336283185841
156.57526708200135,10.265486725663717
155.76012585332992,10.256637168141593
154.00546389567825,10.247787610619469
153.61342733838455,10.238938053097344
153.52516742798,10.230088495575222
152.70097600661393,10.221238938053098
152.4401225294789,10.212389380530974
151.50869420998148,10.20353982300885
151.45688820921873,10.194690265486726
151.01416849959705,10.185840707964601
150.47217651861166,10.176991150442477
150.38436738239287,10.168141592920353
150.17073929678483,10.15929203539823
150.16758266271484,10.150442477876107
149.57575304752496,10.141592920353983
148.41545526330793,10.132743362831858
147.48977348408633,10.123893805309734
147.23186376266264,10.11504424778761
146.9914939284352,10.106194690265486
146.97308664931197,10.097345132743364
146.26931543211188,10.08849557522124
145.68475120022708,10.079646017699115
145.48256962144006,10.070796460176991
145.22896533942293,10.061946902654867
145.16341806689772,10.053097345132743
144.7066464242614,10.044247787610619
144.5124974468633,10.035398230088497
144.17678460388098,10.026548672566372
144.0622110155986,10.017699115044248
143.95984280436042,10.008849557522124
143.42087098696095,10
142.54918267714908,9.991803278688524
142.2441639705401,9.98360655737705
142.14716363004908,9.975409836065573
142.08064185546107,9.967213114754099
141.69499074935956,9.959016393442623
141.64671749837566,9.950819672131148
140.96694443439574,9.942622950819672
140.7704529777183,9.934426229508198
140.30397549974998,9.926229508196721
140.143465053892,9.918032786885245
139.96944761165264,9.90983606557377
139.3539119518998,9.901639344262295
139.0062856641791,9.89344262295082
138.84956184645702,9.885245901639344
138.71504497674047,9.87704918032787
138.51284309693557,9.868852459016393
138.48604855071207,9.860655737704919
137.4044815814653,9.852459016393443
137.34154445568865,9.844262295081966
137.31886966340267,9.836065573770492
136.51269367921344,9.827868852459016
135.7811840137933,9.819672131147541
135.57359873394307,9.811475409836065
135.42291775582655,9.80327868852459
134.97786636706195,9.795081967213115
134.18975936727142,9.78688524590164
133.7273447344,9.778688524590164
133.1249931052868,9.770491803278688
132.77282377026384,9.762295081967213
132.6583036875491,9.754098360655737
132.33778887164283,9.745901639344263
132.247056399019,9.737704918032787
132.2395252593781,9.729508196721312
132.2055690300853,9.721311475409836
132.09221633402504,9.71311475409836
131.60106441429588,9.704918032786885
130.99931403559015,9.69672131147541
130.1721268886812,9.688524590163935
